name,affiliation
Miki Matsumuro,
Brandon Matthews,
Kieran May,
Sven Mayer,
Alex Mazursky,
Rachel McDonnell,
Bradford McFadyen,
Mark McGill,
Ryan P. McMahan,
Daniel Medeiros,
Daniel Mendes,
Xiaoxu Meng,
Hsien-Yu Meng,
Aline Menin,
Victor Mercado,
daniel Mestre,
Alexander Minton,
Maithili Mishra,
Martin Misiak,
Sebastian Misztal,
Ikuhisa Mitsugami,
Alec Moore,
Soroosh Mortezapoor,
Aske Mottelson,
Alessio Murgia,
Sachith Muthukumarana,
Atsushi Nakazawa,
Jung Who Nam,
Sahil Narang,
Anh Nguyen,
Benjamin Niay,
Nahal Norouzi,
EUNICE NUNES,
Sebastian Oberd&ouml;rfer,
Nami Ogawa,
Joseph O&#39;Hagan,
makoto okabe,
Daniel Orban,
Ata Otaran,
Ye Pan,
Junjun Pan,
Payod Panda,
Eleftherios Papachristos,
Gunhyuk Park,
Dhruva Patil,
Anjul Patney,
Alexandre Pauchet,
Leonardo Pavanatto,
Roshan Peiris,
Nikolaos Pellas,
Xiaolan Peng,
Gary Perelman,
Ken Pfeuffer,
Jayesh Pillai,
Michal Piovar&#x10D;i,
Thammathip Piumsomboon,
David Plecher,
Henning Pohl,
Andrew Polychronakis,
Nicholas Polys,
Charles Pontonnier,
Thiago Porcino,
Thibault Porssut,
Matti Pouke,
Mores Prachyabrued,
Lisa Prinz,
Felix Putze,
Susanne Putze,
Xun Qian,
Long Qian,
William Raffe,
Eric Ragan,
Jussi Rantala,
Alberto Raposo,
Troels Rasmussen,
Philippe Rauffet,
Brian Ravenet,
Sharif Razzaque,
Carolin Reichherzer,
Dennis Reimer,
Bo Ren,
Richard Rhodes,
Aylen Ricca,
Leonardo Riccardi,
Gr&eacute;goire Richard,
Rafael Rieder,
Sebastien Rimbert,
Paola Risso,
Hugo Romat,
Michalis Roumeliotis,
Rebekah Ann Rousi,
Aitor Rovira,
Anthony Rowe,
Rapha&euml;lle Roy,
Olli Rummukainen,
Rufat Rzayev,
Nobuchika Sakata,
Kadek Ananta Satriadi,
Yann Savoye,
Taishi Sawabe,
Alexander Sch&auml;fer,
Carl Schissler,
Dieter Schmalstieg,
Thereza Schmelter,
Marc Schubhan,
Markus Sch&uuml;tz,
Giulia Wally Scurati,
Sofia Seinfeld,
Mickael SERENO,
Ramiro Serrano-Vergel,
Sujay Shalawadi,
Shuhan Shen,
Rongkai Shi,
Svanik Shirodkar,
Ludwig Sidenmark,
Gurjot Singh,
Christian Sinnott,
Luciano Soares,
Alexis Souchet,
Marco Speicher,
Misha Sra,
Bogdan Stanciulescu,
Sebastian Starke,
Anthony Steed,
Frank Steinicke,
Christina Stoiber,
Paul Streli,
Jacob Stuart,
Wolfgang Stuerzlinger,
Yuta Sugiura,
Qi Sun,
Junwei Sun,
Antoni Susin,
David Swapp,
Raiffa Syamil,
Ibrahim Asadullah Tahmid,
Kazuki Takashima,
Zhenyu Tang,
Keisuke Tateno,
Robert Teather,
Michael Teistler,
Gerald Temme,
Theophilus Teo,
Matthias Teschner,
Rafael Testa,
Anne Thaler,
Santawat Thanyadit,
Felix Thiel,
Balasaravanan Thoravi,
Kumaravel,
Indira THOUVENIN,
Carlos Tirado Cortes,
Vincent Tourre,
Tanh Quang Tran,
Daniela Trevisan,
Okan Tursun,
Yuki Uranishi,
Dimitar Valkov,
David Van Den Heever,
Amitabh Varshney,
Khrystyna Vasylevska,
Rohith Venkatakrishnan,
Roshan Venkatakrishnan,
Adrien Verhulst,
Keith Vertanen,
Creto Vidal,
Steeven Villa,
Benjamin Volmer,
Matias Volonte,
Romain Vuillemot,
Jorge Wagner,
David Walton,
Zhimin Wang,
Zhu Wang,
Pengfei Wang,
Feng Wang,
Haofei Wang,
Chaoli Wang,
Yuntao Wang,
Nan Wang,
Yun Wang,
Florian Weidner,
Sebastian Wei&szlig;,
Robin Welsch,
Johann Wentzel,
Mary Whitton,
Niall Williams,
Adam Williams,
Ian Williams,
Julie Williamson,
Graham Wilson,
Jacob Wobbrock,
Andrea Stevenson Won,
Julia Woodward,
Pawe&#x142; W. Wo&#x17A;niak,
Rundong Wu,
Keqin Wu,
Jo&atilde;o Marcelo Xavier Natario,
Teixeira,
Chunxia Xiao,
Chun Xie,
Feng Xu,
Heng Yao,
Ifat Yasin,
Xinyue Ye,
Ran Yi,
Shigeo Yoshida,
Christopher You,
Jacob Young,
Difeng Yu,
Lingyun Yu,
Sharare Zehtabian,
Steve Zelenty,
Eduard Zell,
Hong Zeng,
Andr&eacute; Zenner,
Hans-J&uuml;rgen Zepernick,
YanXiang Zhang,
Zhenliang Zhang,
Song-Hai Zhang,
Yunbo Zhang,
Zhihao Zhang,
Juyong Zhang,
Guangtao Zhang,
Jingbo Zhao,
Xiaopeng Zhao,
Dapeng Zhao,
Bin Zhou,
Howe Zhu,
Lifeng Zhu,
Katja Zibrek,
Nikolaos Zioulis,
